tweet_created,tweet_text,tweet_category,tweet_topics,tweet_location,tweet_state,tweet_region,user_timezone,user_gender,retweet_count
2014-12-27 15:20:00,"Nothing ventured, nothing gained. #NewYearsResolution",Personal Growth,Improve my attitude,"Raleigh, NC",NC,South,Central Time (US & Canada),female,
2014-12-27 15:25:00,RT @SnupeExtraPro: Don't start something new for 2015...finish something u have already started. ..#NewYearsResolution,Time Management/Organization,Stop procrastinating,"Los Angeles, CA",CA,West,Pacific Time (US & Canada),male,
2014-12-27 15:34:00,#NewYearsResolution I'm only going to speak in the cadence of spoken word poetry,Personal Growth,Be more positive,"new york, ny",NY,Northeast,Pacific Time (US & Canada),female,
2014-12-27 15:36:00,#NewYearsResolution I'm going to tell every woman that their leggings are see-through BECAUSE THEY ALL ARE,Humor,Humor about New Years,"new york, ny",NY,Northeast,Pacific Time (US & Canada),female,
2014-12-27 15:38:00,never let anyone treat you like a yellow starburst #mantra #NewYearsResolution,Humor,Humor about Family/Friends/Relationships Resolutions,"Los Angeles, California",CA,West,,male,
2014-12-27 15:41:00,Stay awake through an episode of Downton Abbey. Proving to my wife the last 27 years of her life was a good decision.#NewYearsResolution,Personal Growth,Be more positive,San Francisco,CA,West,,male,
2014-12-27 15:47:00,Stop being so dramatic. #NewYearsResolution,Personal Growth,Be more positive,"Alexandria, Virginia",VA,South,Atlantic Time (Canada),female,
2014-12-27 15:54:00,Started my #NewYearsResolution early. I wrapped yesterday and got back on my Thermofit. 10lbs are coming off!!... http://t.co/MMevAACnkY,Health & Fitness,Quit smoking,"Madisonville, LA",LA,South,Central Time (US & Canada),female,
2014-12-27 15:58:00,I do resolutions throughout the year but like to reiterate my goals: #1 #NewYearsResolution is not to let fear rule my reactions &amp; decisions,Personal Growth,Spend less time on Facebook,"Paso Robles, CA",CA,West,Pacific Time (US & Canada),female,
2014-12-27 15:58:00,Can't wait for #NewYear so I can start my #NewYearsResolution at least for a couple months,Humor,Humor about not Resolutions in general,"Rosemead , CA hemet for now",CA,West,Pacific Time (US & Canada),male,
2014-12-27 16:01:00,"Keeping it boring this coming year...New year's resolution, back to the gym. #NewYearsResolution",Health & Fitness,Eat more vegetables,"Los Angeles, CA",CA,West,Pacific Time (US & Canada),female,
2014-12-27 16:05:00,RT @robinthede: #NewYearsResolution I'm going to tell every woman that their leggings are see-through BECAUSE THEY ALL ARE,Humor,Humor about Helping Others Resolutions,north carolina,NC,South,Eastern Time (US & Canada),female,
2014-12-27 16:08:00,My #NewYearsResolution is2learn how2 pack lighter #WhoAmIKidding #NeedLotsOfShoes #aGirlNeedsCosmetics #KiddingMyself #FatChance #GirlProbs,Time Management/Organization,Other,NY/NJ/Philly area USA,NY,Northeast,Eastern Time (US & Canada),female,
2014-12-27 16:12:00,Adventures. I'm ready for more of those. #NewYearsResolution,Recreation & Leisure,Take a trip,"Los Angeles, CA",CA,West,Pacific Time (US & Canada),male,
2014-12-27 16:14:00,As good as friends as you two @marcopoulos09 @j0hn_le are. I'm glad I can count on you guys to help me succeed with my #NewYearsResolution,Family/Friends/Relationships,Make more time for friends,"San Diego, CA & Ottawa, KS",CA,West,,male,
2014-12-27 16:21:00,#NewYearsResolution...   Go toward the love! Leave the angry to themselves.,Personal Growth,Be more positive,Cape Cod,MA,Northeast,Eastern Time (US & Canada),female,
2014-12-27 16:33:00,My #NewYearsResolution is to hug more ppl and make more ppl happy!! #EveryoneMatters ‰_•ü‰_•ü‰_•ü http://t.co/lUOiLVRZvY,Philanthropic,Spread Peace,Georgia ,GA,South,Eastern Time (US & Canada),male,
2014-12-27 16:53:00,#NewYearsResolution...consistency!,Personal Growth,Update my wardrobe,"Northwest, Florida",FL,South,Atlantic Time (Canada),male,
2014-12-27 16:55:00,RT @NaiElizaHarvey: I'm thinking about my #NewYearsResolution for 2015 and I think it's going to be a biggy. I'm looking to start studying ‰Û_,Education/Training,Get my degree,Seattle,WA,West,Pacific Time (US & Canada),female,
2014-12-27 17:07:00,#NewYearsResolution avoid every male specimen possible,Humor,Humor about Family/Friends/Relationships Resolutions,Kansas City,MO,Midwest,,female,
2014-12-27 17:09:00,#NewYearsResolution GET NOTICED BY @camerondallas and @Joe_Sugg ‰_•ü_Ù÷_‰_•ü_Ù÷©‰_•ü_Ù÷_,Family/Friends/Relationships,Have a baby,Beacon Hills,MA,Northeast,Athens,male,
2014-12-27 17:11:00,RT @khrismonegenege: #NewYearsResolution in 2015 I aim to read instructions. Maybe in 2016 I'll resolve to start following them too.,Personal Growth,Other,"Kansas City, MO",MO,Midwest,Eastern Time (US & Canada),female,
2014-12-27 17:29:00,You can't outrun your fork! #health #nutrition #fitness #eatclean #lift #weighttraining #weightloss #diet #cleaneating #NewYearsResolution,Health & Fitness,Excersize More,Connecticut,CT,Northeast,,female,
2014-12-27 17:32:00,Address this student loan debt in 20.....something #NewYearsResolution,Finance,Manage debt,"Boston, MA",MA,Northeast,Eastern Time (US & Canada),male,
2014-12-27 17:45:00,#NewYearsResolution use twitter more often.,Recreation & Leisure,Other,"Buffalo, NY",NY,Northeast,,female,
2014-12-27 17:46:00,I want a @twitter blue Checkmark so bad! That is one of my #NewYearsResolution s and #GoalsFor2015 _Ù÷Â_ÙªÎ @twittermedia,Personal Growth,Spend less time on Facebook,"Dallas, Texas ",TX,South,,male,
2014-12-27 17:46:00,My #NewYearsResolution is to make more money. Thanks to @l00tappp that is possible! http://t.co/6K8n3zedkG,Finance,Invest for retirement,"Baton Rouge, LA",LA,South,Central Time (US & Canada),female,
2014-12-27 17:46:00,My #NewYearsResolution is to make more money. Thanks to @l00tappp that is possible! http://t.co/PhIo3Nf4Bw,Finance,Pay off bill(s),jersey shore,NJ,Northeast,,male,
2014-12-27 17:46:00,My #NewYearsResolution is to make more money. Thanks to @l00tappp that is possible! http://t.co/v4Z5AoTuyS,Finance,Save money,new york ,NY,Northeast,Quito,male,
2014-12-27 17:47:00,My #NewYearsResolution is to make more money. Thanks to @l00tappp that is possible! http://t.co/H0uzFY7aDm,Finance,Pay off bill(s),"Hendersonville, TN",TN,South,Central Time (US & Canada),male,
2014-12-27 17:47:00,My #NewYearsResolution is to make more money. Thanks to @l00tappp that is possible! http://t.co/UCtuYB1Y6e,Finance,Other,"Quakertown, PA",PA,Northeast,Central Time (US & Canada),male,
2014-12-27 17:51:00,My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/T8QGMmdleb,Finance,Save money,Orlando,FL,South,Central Time (US & Canada),male,
2014-12-27 18:04:00,I don't have a New Years resolution.. All I'm focused on is being a better person tomorrow than I am today. #NewYearsResolution,Personal Growth,Improve my attitude,Texas! ,TX,South,Central Time (US & Canada),female,
2014-12-27 18:10:00,This Picture Just Does It ALL For Me!!! #LetGo #MovingOn #READY #NewYearsResolution http://t.co/GgkE1LWxkq,Personal Growth,Learn to let things go,Houston & ATL,TX,South,Central Time (US & Canada),female,
2014-12-27 18:10:00,#NewYearsResolution I resolve to look at #twitter less,Personal Growth,Be more positive,The Centennial State,CO,West,Mountain Time (US & Canada),male,
2014-12-27 18:13:00,#NewYearsResolution I resolve to delete more tweets before I even tweet them,Time Management/Organization,Start waking up earlier,The Centennial State,CO,West,Mountain Time (US & Canada),male,
2014-12-27 18:14:00,#NewYearsResolution: be more consistent with my #Ashtanga practice,Health & Fitness,Improve my body,JERSEY,NJ,Northeast,Atlantic Time (Canada),female,
2014-12-27 18:19:00,My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/EWHmMVdVOB,Finance,Save money,Los Angeles,CA,West,,female,
2014-12-27 18:23:00,"Still thinking of my #NewYearsResolution . I am actually going for two attainable ones this year, one helps others, and both help me. #doit",Philanthropic,Volunteer more,Alabama,AL,South,Central Time (US & Canada),female,
2014-12-27 18:23:00,My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/semPxYTl48,Career,Make more money,"hillside ,new jersey",NJ,Northeast,Quito,male,
2014-12-27 18:26:00,The word bae needs to be left behind in 2014 #NewYearsResolution #notsorry #ByeFelicia,Humor,Humor about New Years,"Amarillo, Texas y'all ",TX,South,Central Time (US & Canada),female,
2014-12-27 18:26:00,Being at the gym is where I want to be in 2015 #NewYearsResolution #WorkoutMotivation _ÙÕ»_Ù÷__ÙÔ_ÙÕø,Health & Fitness,Quit smoking,"Chicago, Illinois ",IL,Midwest,Central Time (US & Canada),male,
2014-12-27 18:27:00,@leslieerin1 so I guess I just figured out what my #NewYearsResolution is!! #timeformyself #justforme,Personal Growth,Focus on my self,"Wadsworth, Oh",OH,Midwest,,female,
2014-12-27 18:35:00,RT @lifeasitcomes12: Hope everyone is enjoying their #Christmas holidays &amp; looking forward to seeing in the #NewYear! #NewYearsResolution m‰Û_,Personal Growth,Other,NY,NY,Northeast,Quito,male,
2014-12-27 18:40:00,All dolled up and no wear to go _Ù÷Ù_Ù÷ã I'm going to work on that this year #2015 #NewYearsResolution http://t.co/WXBdjqDZbE,Personal Growth,Focus on my self,Baltimore,MD,South,,female,
2014-12-27 18:43:00,My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/Kuy2pKBUse,Finance,Save money,zucher ohio,OH,Midwest,,male,
2014-12-27 18:49:00,My resolution @kasondra_spears how many people are with me on this! #NewYearsResolution http://t.co/uz2EapHLAj,Personal Growth,Other,Austin Texas,TX,South,Pacific Time (US & Canada),female,
2014-12-27 18:51:00,My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/7Rm0Emc8X6,Finance,Save money,"Bronx, NY",NY,Northeast,Eastern Time (US & Canada),female,
2014-12-27 18:52:00,Second #NewYearsResolution: be more active. Either do #yoga or #ballroomdancing. #needtoreducestress,Health & Fitness,Meditate,SF Bay Area,CA,West,Pacific Time (US & Canada),female,
2014-12-27 18:55:00,My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/TL2fjr3XQy,Finance,Cash in on my stock options,"Chattanooga, TN",TN,South,Eastern Time (US & Canada),male,
2014-12-27 19:00:00,I'm not big on #NewYearsResolution but one of them is to just to do away with so call friends in my life.    #idontneedyou,Family/Friends/Relationships,Spend more time with family,Brooklyn,NY,Northeast,Quito,male,
2014-12-27 19:08:00,#NewYearsResolution  Be more like Thad Castle,Personal Growth,Be more positive,St.Louis,MO,Midwest,Central Time (US & Canada),male,
2014-12-27 19:08:00,#NewYearsResolution Have my morning BM BEFORE I drink my coffee.,Health & Fitness,Eat healthier,"Portland, OR",OR,West,,male,
2014-12-27 19:11:00,Debating on joining a gym as a new years resolution.... Keep weight off once and for all... #NewYearsResolution #NewYear #debatable #debate,Health & Fitness,Stop/Quit Drinking,Florida,FL,South,Eastern Time (US & Canada),female,
2014-12-27 19:12:00,My #newyearsresolution : Be kinder &amp; more understanding. We're all just trying to find our way in this journey of life. #loveoneanother,Personal Growth,Be more positive,"Laurens,SC",SC,South,Arizona,female,
2014-12-27 19:16:00,#NewYearsResolution not letting my family see me when I'm hangry.,Family/Friends/Relationships,Propose to my girlfriend / boyfriend,"Portland, Oregon",OR,West,Eastern Time (US & Canada),female,
2014-12-27 19:18:00,My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/C3esQxEZTJ,Finance,Save money,"Las Vegas, NV",NV,West,Alaska,female,
2014-12-27 19:19:00,"#NewYearsResolution Less complaining about my lack of a boyfriend and more time with myself, because I'm awesome and a good friend.",Personal Growth,Be more positive,"Portland, OR",OR,West,,male,
2014-12-27 19:19:00,I've got to set some goals for 2015.Personal goals and work goals.#NewYearsResolution,Personal Growth,Read more books,"Henderson, Kentucky",KY,South,Central Time (US & Canada),male,
2014-12-27 19:22:00,#2015Goals #NewYearsResolutionmake it to 2016.,Personal Growth,Read more books,‰ªÁ MA ‰ªÁ,MA,Northeast,Eastern Time (US & Canada),female,
2014-12-27 19:25:00,I have a half marathon picked out in Wyoming for mid-June! #NewYearsResolution,Health & Fitness,Run a half / full marathon,south bay california,CA,West,Pacific Time (US & Canada),female,
2014-12-27 19:26:00,Now's the exciting time of picking out a training plan and putting it in my calendar! #NewYearsResolution,Health & Fitness,Excersize More,south bay california,CA,West,Pacific Time (US & Canada),female,
2014-12-27 19:35:00,My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/OF2oFfl4vK,Finance,Other,"Detroit, Michigan",MI,Midwest,Eastern Time (US & Canada),female,
2014-12-27 19:43:00,RT @TimAPrice: I've got to set some goals for 2015.Personal goals and work goals.#NewYearsResolution,Personal Growth,Be more positive,Henderson KY,KY,South,Central Time (US & Canada),female,
2014-12-27 19:48:00,Don't forget lessons learned and good times had in 2014 and skinny dip as often as possible.  #NewYearsResolution http://t.co/BEUjHRCZkY,Personal Growth,Improve my attitude,"Sunnyvale, CA ",CA,West,,female,
2014-12-27 19:50:00,Job searching Monday!! I really need a new job!! #NewYearsResolution #Newjob  #pray,Career,Get a new job,Saginaw Michigan,MI,Midwest,,female,
2014-12-27 19:54:00,#NewYearsResolution stop trusting these inconsistent people.,Personal Growth,Respect Others,Florida bby.,FL,South,Atlantic Time (Canada),female,
2014-12-27 20:09:00,#NewYearsResolution 2015 #2: Work on my high #cholesterol. Not getting any younger &amp; the best time 2 start being #healthy is now. #health,Health & Fitness,Eat healthier,NY,NY,Northeast,,male,
2014-12-27 20:15:00,My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/v2gEf6s49Q,Finance,Save money,"Imperial Beach, CA",CA,West,,male,
2014-12-27 20:20:00,#NewYearsResolution: Manage my Eagle Express and Dining Dollars better. Dnt want to be out by the first two months of school #OnlyAtSouthern,Finance,Cash in on my stock options,Riverdale ‰_Á•ü Georgia Southern,GA,South,Pacific Time (US & Canada),male,
2014-12-27 20:20:00,#NewYearsResolution Stay The Saaaame,Personal Growth,Other,"San Diego, CA‰÷Û",CA,West,Pacific Time (US & Canada),female,
2014-12-27 20:24:00,#NewYearsResolution - spend more time under Oregon's waterfalls.,Personal Growth,Have more patience,"Portland, OR",OR,West,,male,
2014-12-27 20:25:00,RT @I_DGAF_: #NewYearsResolution Stay The Saaaame,Personal Growth,Appreciate what I have,"Dodge City, Ks",KS,Midwest,Eastern Time (US & Canada),male,
2014-12-27 20:25:00,#NewYearsResolution stop eating fudge covered Oreos #JK,Health & Fitness,Eat healthier,"Nottoway, Virginia ",VA,South,,female,
2014-12-27 20:25:00,#NewYearsResolution Visit the @PDXJapaneseGdn more often.,Recreation & Leisure,Spend more time outside,"Portland, OR",OR,West,,male,
